iter	Passed	Remaining
631	2720	1584
632	2725	1580
633	2728	1575
634	2731	1569
635	2734	1564
636	2738	1560
637	2741	1555
638	2746	1551
639	2749	1546
640	2754	1542
641	2757	1537
642	2761	1533
643	2765	1528
644	2769	1524
645	2772	1519
646	2775	1514
647	2778	1509
648	2781	1504
649	2788	1501
650	2792	1497
651	2796	1492
652	2799	1487
653	2803	1483
654	2806	1478
655	2809	1473
656	2811	1468
657	2816	1463
658	2819	1458
659	2822	1454
660	2825	1449
661	2828	1444
662	2833	1440
663	2836	1435
664	2839	1430
665	2842	1425
666	2846	1421
667	2850	1416
668	2853	1411
669	2856	1406
670	2859	1401
671	2864	1397
672	2867	1393
673	2873	1389
674	2876	1384
675	2880	1380
676	2883	1375
677	2886	1370
678	2889	1366
679	2894	1362
680	2897	1357
681	2900	1352
682	2903	1347
683	2906	1342
684	2910	1338
685	2913	1333
686	2916	1328
687	2919	1324
688	2925	1320
689	2931	1317
690	2936	1312
691	2940	1308
692	2944	1304
693	2946	1299
694	2949	1294
695	2952	1289
696	2957	1285
697	2961	1281
698	2965	1277
699	2968	1272
700	2973	1268
701	2976	1263
702	2979	1258
703	2982	1253
704	2986	1249
705	2990	1245
706	2992	1240
707	2995	1235
708	2998	1230
709	3003	1226
710	3006	1222
711	3009	1217
712	3012	1212
713	3015	1207
714	3020	1203
715	3023	1199
716	3025	1194
717	3028	1189
718	3033	1185
719	3036	1180
720	3039	1176
721	3042	1171
722	3045	1166
723	3049	1162
724	3052	1158
725	3055	1153
726	3058	1148
727	3062	1144
728	3066	1139
729	3070	1135
730	3076	1132
731	3082	1128
732	3084	1123
733	3087	1119
734	3090	1114
735	3096	1110
736	3099	1105
737	3102	1101
738	3105	1096
739	3109	1092
740	3113	1088
741	3116	1083
742	3119	1078
743	3122	1074
744	3126	1070
745	3129	1065
746	3132	1060
747	3135	1056
748	3139	1052
749	3143	1047
750	3146	1043
751	3149	1038
752	3152	1033
753	3156	1029
754	3160	1025
755	3164	1021
756	3168	1016
757	3173	1013
758	3176	1008
759	3179	1003
760	3182	999
761	3186	995
762	3190	990
763	3193	986
764	3195	981
765	3198	977
766	3204	973
767	3207	968
768	3209	964
769	3212	959
770	3216	955
771	3220	951
772	3226	947
773	3231	943
774	3236	939
775	3239	934
776	3241	930
777	3245	925
778	3249	921
779	3253	917
780	3257	913
781	3261	909
782	3266	905
783	3269	900
784	3272	896
785	3275	891
786	3279	887
787	3283	883
788	3286	878
789	3289	874
790	3292	869
791	3297	866
792	3301	861
793	3305	857
794	3308	853
795	3312	849
796	3315	844
797	3318	840
798	3321	835
799	3326	831
800	3329	827
801	3332	822
802	3335	818
803	3338	813
804	3342	809
805	3346	805
806	3351	801
807	3359	798
808	3362	793
809	3365	789
810	3368	785
811	3373	781
812	3376	776
813	3379	772
814	3382	767
815	3385	763
816	3390	759
817	3393	755
818	3396	750
819	3400	746
820	3404	742
821	3407	737
822	3410	733
823	3413	729
824	3416	724
825	3423	721
826	3429	717
827	3434	713
828	3439	709
829	3444	705
830	3450	701
831	3456	697
832	3468	695
833	3472	691
834	3477	687
835	3483	683
836	3488	679
837	3492	675
838	3496	670
839	3504	667
840	3508	663
841	3514	659
842	3518	655
843	3522	651
844	3526	646
845	3532	643
846	3536	638
847	3540	634
848	3545	630
849	3551	626
850	3555	622
851	3560	618
852	3564	614
853	3566	609
854	3569	605
855	3572	601
856	3578	597
857	3580	592
858	3583	588
859	3586	583
860	3591	579
861	3594	575
862	3597	571
863	3600	566
864	3603	562
865	3608	558
866	3611	553
867	3614	549
868	3617	545
869	3620	540
870	3624	536
871	3627	532
872	3630	528
873	3633	523
874	3642	520
875	3653	517
876	3660	513
877	3666	509
878	3672	505
879	3675	501
880	3678	496
881	3681	492
882	3685	488
883	3689	484
884	3695	480
885	3699	476
886	3704	471
887	3708	467
888	3712	463
889	3716	459
890	3720	455
891	3723	450
892	3726	446
893	3729	442
894	3734	438
895	3737	433
896	3740	429
897	3742	425
898	3747	421
899	3751	416
900	3755	412
901	3759	408
902	3765	404
903	3768	400
904	3771	395
905	3774	391
906	3779	387
907	3785	383
908	3789	379
909	3796	375
910	3799	371
911	3802	366
912	3805	362
913	3809	358
914	3814	354
915	3817	350
916	3820	345
917	3823	341
918	3828	337
919	3831	333
920	3834	328
921	3837	324
922	3842	320
923	3845	316
924	3848	312
925	3851	307
926	3854	303
927	3859	299
928	3863	295
929	3867	291
930	3872	286
931	3875	282
932	3878	278
933	3881	274
934	3884	270
935	3889	265
936	3892	261
937	3895	257
938	3898	253
939	3903	249
940	3906	244
941	3911	240
942	3914	236
943	3918	232
944	3925	228
945	3928	224
946	3932	220
947	3936	215
948	3939	211
949	3942	207
950	3945	203
951	3950	199
952	3953	194
953	3957	190
954	3964	186
955	3969	182
956	3972	178
957	3975	174
958	3978	170
959	3983	165
960	3986	161
961	3989	157
962	3992	153
963	3997	149
964	4000	145
965	4003	140
966	4006	136
967	4009	132
968	4014	128
969	4017	124
970	4020	120
971	4023	115
972	4028	111
973	4031	107
974	4034	103
975	4037	99
976	4040	95
977	4045	90
978	4048	86
979	4051	82
980	4054	78
981	4058	74
982	4062	70
983	4070	66
984	4076	62
985	4079	57
986	4082	53
987	4085	49
988	4091	45
989	4094	41
990	4096	37
991	4099	33
992	4103	28
993	4107	24
994	4110	20
995	4113	16
996	4116	12
997	4121	8
998	4124	4
999	4127	0
