iter	RMSE
154	0.06968625328
155	0.06907778771
156	0.06817763031
157	0.0673409238
158	0.06677288488
159	0.06606400584
160	0.06536760034
161	0.06471537897
162	0.06407971153
163	0.06319976734
164	0.06227884931
165	0.06142813661
166	0.06092101619
167	0.06015792875
168	0.05975795278
169	0.05905393916
170	0.05838113906
171	0.05762313117
172	0.05685262397
173	0.05636766667
174	0.05581251733
175	0.05522076448
176	0.05491308534
177	0.05413723913
178	0.05367725952
179	0.05298867827
180	0.052827437
181	0.05214171048
182	0.05159839989
183	0.05111912908
184	0.05061572814
185	0.04997122133
186	0.04929242396
187	0.0486679516
188	0.04806929409
189	0.04744106082
190	0.04716852474
191	0.04668639071
192	0.04615799363
193	0.04587813225
194	0.04542005142
195	0.04482453437
196	0.04441405291
197	0.04388759809
198	0.04362398307
199	0.04338044243
200	0.04282156795
201	0.0423849741
202	0.04190368445
203	0.04141062186
204	0.04109545569
205	0.04071365773
206	0.04023776784
207	0.04001207897
208	0.03979200262
209	0.03955062521
210	0.03933968632
211	0.03912803164
212	0.038673243
213	0.0383562334
214	0.03815137904
215	0.03795158599
216	0.03762857694
217	0.03743842511
218	0.0370503003
219	0.03686775237
220	0.036689656
221	0.03620826706
222	0.03583441484
223	0.03565717245
224	0.03531058909
225	0.03485514521
226	0.03452729636
227	0.03418374076
228	0.0340128248
229	0.03384569088
230	0.03362912667
231	0.03346536367
232	0.03306171143
233	0.03272979569
234	0.03241617242
235	0.03210052497
236	0.0317801577
237	0.03163122533
238	0.03128125158
239	0.03113671652
240	0.03085287729
241	0.0305148001
242	0.03032932944
243	0.03005270529
244	0.02987332046
245	0.0296963857
246	0.02956559987
247	0.02919097005
248	0.02890263007
249	0.02865647025
250	0.02852561156
251	0.02826775924
252	0.02814686404
253	0.02782239197
254	0.027705432
255	0.02758998934
256	0.02732639492
257	0.02721374999
258	0.02708552263
259	0.02677534093
260	0.02654017897
261	0.0263169698
262	0.02619078868
263	0.02608708071
264	0.02590744302
265	0.02569533781
266	0.02559396979
267	0.02549485912
268	0.02524188241
269	0.02514569275
270	0.0250127475
271	0.02479024714
272	0.02466081011
273	0.02455922297
274	0.02436350081
275	0.02427459137
276	0.02418721069
277	0.02399585261
278	0.02378227633
279	0.023679396
280	0.02359577708
281	0.02351339675
282	0.02343235509
283	0.02335174638
284	0.02327327628
285	0.0231063216
286	0.02303009395
287	0.02293896187
288	0.02286508627
289	0.02268398164
290	0.02261121688
291	0.02249125615
292	0.02237299114
293	0.02230423871
294	0.02218980071
295	0.02210204056
296	0.022017542
297	0.02184648967
298	0.02171572802
299	0.02163771479
300	0.02144756154
301	0.02126467672
302	0.02105020255
303	0.02098839812
304	0.02086901426
305	0.02080944845
306	0.02074923525
307	0.0206911857
308	0.02053598661
309	0.02047930586
310	0.02033891476
311	0.02024782626
312	0.02006425955
313	0.02001039987
314	0.01995747573
315	0.01983362669
316	0.0197212605
317	0.01959029769
318	0.01944777393
319	0.01931430938
320	0.01926424501
321	0.0191355883
322	0.01908704523
323	0.01896843551
324	0.01885724388
325	0.01872659331
326	0.0186044128
327	0.01845845163
328	0.01829930002
329	0.01822840787
330	0.01818485651
331	0.01807434105
332	0.01803147799
333	0.01792054088
334	0.01781539979
335	0.01777315485
336	0.01766535786
337	0.01754348389
338	0.01750229791
339	0.01738077869
340	0.01734061072
341	0.01723826952
342	0.01719908599
343	0.01715695387
344	0.01703863581
345	0.01697649332
346	0.01689750888
347	0.01686100379
348	0.01676223551
349	0.01672728564
350	0.0166441427
351	0.01654746854
352	0.01644696063
353	0.01633571075
354	0.01625433845
355	0.01612597801
356	0.0160558473
357	0.01596809749
358	0.01588462805
359	0.01582204851
360	0.01576758869
361	0.01572358523
362	0.01562868837
363	0.01556968168
364	0.01548529725
365	0.01538418087
366	0.01532286889
367	0.01529298681
368	0.01524503578
369	0.01516564576
370	0.01509024602
371	0.01500323945
372	0.01492395321
373	0.01484414222
374	0.01477049539
375	0.01469962519
376	0.01465533431
377	0.01460070599
378	0.01455082794
379	0.01450141106
380	0.01441607733
381	0.01434419752
382	0.01428389827
383	0.01422208686
384	0.01416584716
385	0.01409532912
386	0.01405108592
387	0.01398479896
388	0.01392612979
389	0.01385417965
390	0.01379803573
391	0.01375627666
392	0.01372107107
393	0.01368398058
394	0.01363383946
395	0.01359575659
396	0.0135499
397	0.0135189022
398	0.01347572957
399	0.01343312344
400	0.0133905861
401	0.01331462815
402	0.01328667403
403	0.01325946606
404	0.01323297209
405	0.01317598232
406	0.0131024265
407	0.01304194083
408	0.01298745227
409	0.0129058987
410	0.0128400112
411	0.01277285243
412	0.01274457777
413	0.01271016651
414	0.0126645926
415	0.01258865043
416	0.01256758113
417	0.01254224122
418	0.01252094993
419	0.01249042475
420	0.01243439126
421	0.01242147784
422	0.01236095275
423	0.01232633649
424	0.01231159548
425	0.01227343342
426	0.01225701655
427	0.0121784782
428	0.01216127547
429	0.01209488707
430	0.01206001493
431	0.01200706061
432	0.01198913233
433	0.01197598103
434	0.01191945164
435	0.01190479467
436	0.0118927018
437	0.01185439182
438	0.01177856389
439	0.01172089004
440	0.01170160177
441	0.01168303703
442	0.01166533267
443	0.01159740134
444	0.01157006721
445	0.01153546714
446	0.01152542077
447	0.01148550231
448	0.0114288328
449	0.01141178957
450	0.01139977781
451	0.01135046408
452	0.01132867658
453	0.01131186359
454	0.01130006014
455	0.0112439745
456	0.01118802456
457	0.01114566871
458	0.01112910178
459	0.01109856643
460	0.01105170115
461	0.01103580462
462	0.01100976323
463	0.01095234784
464	0.01088847736
465	0.01084792384
466	0.01083675685
467	0.01079786235
468	0.01078267388
469	0.01075835145
470	0.01074894772
471	0.01073743962
472	0.0107336654
473	0.01068554599
474	0.01067621934
475	0.01066299314
476	0.01062278349
477	0.01057560284
478	0.01056707997
479	0.01052268442
480	0.01047676385
481	0.0104185058
482	0.01038542549
483	0.01037610194
484	0.01036649645
485	0.01035766117
486	0.01034970282
487	0.01031874242
488	0.01031029883
489	0.0102883548
490	0.01025269765
491	0.01021052331
492	0.010203292
493	0.01015984026
494	0.01015187965
495	0.01011406191
496	0.01007167625
497	0.0100398295
498	0.01002816593
499	0.009981830666
500	0.009955974268
501	0.009937989244
502	0.009920911401
503	0.009913212637
504	0.009874979597
505	0.009842808173
506	0.009835343123
507	0.009813049576
508	0.009792506549
509	0.009769156894
510	0.009758608278
511	0.009730093871
512	0.009690351717
513	0.009683859154
514	0.009651159954
515	0.009613936743
516	0.0095817711
517	0.009540865792
518	0.009529771006
519	0.009499620141
520	0.009492975819
521	0.009454524349
522	0.009435489204
523	0.009399838951
524	0.009373366529
525	0.009352726476
526	0.009345953462
527	0.009336813149
528	0.009301846219
529	0.009295362556
530	0.009262415286
531	0.009220867715
532	0.00919684492
533	0.009156996821
534	0.009149058405
535	0.009121045073
536	0.009098253281
537	0.009072689583
538	0.009031842892
539	0.009012181672
540	0.008988462447
541	0.008957431236
542	0.008931270536
543	0.00892134914
544	0.008900827713
545	0.008869894403
546	0.008839614991
547	0.008813200219
548	0.008784861844
549	0.008763926366
550	0.008755111891
551	0.00873063937
552	0.008702722437
553	0.008694153107
554	0.008681349052
555	0.008667937978
556	0.00866093818
557	0.008623822221
558	0.008599090343
559	0.008582456941
560	0.008568206015
561	0.008538714692
562	0.008511116694
563	0.008499250306
564	0.008473678779
565	0.008448506739
566	0.008432122515
567	0.008420628728
568	0.008384887047
569	0.008355687568
570	0.008322137378
571	0.008294093304
572	0.008270406622
573	0.008253864331
574	0.008227645312
575	0.008212733271
576	0.008187688662
577	0.008167887315
578	0.008145126546
579	0.00813415729
580	0.008118491275
581	0.008099131342
582	0.008068204537
583	0.008054302797
584	0.008033732865
585	0.008015436124
586	0.007995304936
587	0.007967404079
588	0.007933038873
589	0.007901907486
590	0.007872638193
591	0.007853727355
592	0.007825291762
593	0.007795500071
594	0.007777702357
595	0.007762062507
596	0.007750113139
597	0.00773610981
598	0.007716394701
599	0.007692442917
600	0.007679439415
601	0.007657740522
602	0.007632180428
603	0.007618417506
604	0.00759476256
605	0.007570443675
606	0.007554414212
607	0.007541351313
608	0.007529279142
609	0.007524365383
610	0.007519574455
611	0.007515303455
612	0.007497452823
613	0.007493277037
614	0.007473896224
615	0.007440740898
616	0.007411953504
617	0.007407489142
618	0.007389332417
619	0.007363154884
620	0.007348354617
621	0.007323295751
622	0.007301584548
623	0.007283290215
624	0.007269433228
625	0.007251860779
626	0.0072234683
627	0.007193975841
628	0.007180250264
629	0.007168472838
630	0.007143786549
631	0.007130558201
632	0.007109301291
633	0.007091661957
634	0.00707477574
635	0.00704599629
636	0.00703079521
637	0.007016976642
638	0.007000860396
639	0.006996636343
640	0.006981179851
641	0.006968792237
642	0.006960577217
643	0.006944222984
644	0.006927809399
645	0.006919524323
646	0.006897091122
647	0.006893276979
648	0.006873567887
649	0.006858242383
650	0.006849299239
651	0.006843125435
652	0.006824921582
653	0.006806116609
654	0.006802510678
655	0.006788053709
656	0.006783625769
657	0.00676803905
658	0.006751688971
659	0.006739280222
660	0.006727685828
661	0.00670682433
662	0.006692583264
663	0.006685595031
664	0.006672557935
665	0.006650389443
666	0.006639234138
667	0.00661979594
668	0.006612791304
669	0.006593497994
670	0.006584608985
671	0.006572029705
672	0.006557451922
673	0.006539715245
674	0.006521027812
675	0.006500254592
676	0.006480351741
677	0.006473657984
678	0.006457650753
679	0.006446466266
680	0.006425612837
681	0.006416192848
682	0.006396370517
683	0.006388647105
684	0.006372056748
685	0.006357232206
686	0.006354310507
687	0.006330100378
688	0.006322542446
689	0.006301735504
690	0.006283067264
691	0.006276140701
692	0.006263100799
693	0.006250203989
694	0.006233863494
695	0.006224796561
696	0.006211299006
697	0.006200074562
698	0.006188406685
699	0.006171263752
700	0.006168024175
701	0.006158781316
702	0.006151919798
703	0.006139913134
704	0.006128383428
705	0.006114467601
706	0.006111353224
707	0.006094568826
708	0.006083432248
709	0.006069660908
710	0.006061007514
711	0.00605531719
712	0.00604440877
713	0.006027031779
714	0.006024193811
715	0.006014389273
716	0.005994098953
717	0.005981674479
718	0.005979508259
719	0.00596520229
720	0.005962365725
721	0.005946664504
722	0.005933431549
723	0.005917911143
724	0.005900994798
725	0.005887193504
726	0.005871198465
727	0.005862080641
728	0.005854274512
729	0.005851588769
730	0.005839237846
731	0.005823154361
732	0.005820939799
733	0.005810634971
734	0.005796091437
735	0.005783517758
736	0.005763936921
737	0.005743797207
738	0.005727430802
739	0.005717035056
740	0.005701419458
741	0.005686611475
742	0.005683837541
743	0.005673069489
744	0.005658304865
745	0.005644579703
746	0.005635041116
747	0.005618984433
748	0.005605111303
749	0.005590537771
750	0.00557868411
751	0.005576361024
752	0.00557452047
753	0.005569304594
754	0.005552939995
755	0.005539311983
756	0.005528719447
757	0.005521893813
758	0.005515860642
759	0.005502799788
760	0.005490248985
761	0.00547940797
762	0.005476987383
763	0.005463240083
764	0.005452252941
765	0.005448206743
766	0.005433760688
767	0.00541533753
768	0.005413543632
769	0.005411611204
770	0.005391077746
771	0.005379143616
772	0.005373769371
773	0.005363153862
774	0.005355106454
775	0.005353419043
776	0.005348343241
777	0.005341100122
778	0.00532979473
779	0.005318215833
780	0.005306835462
781	0.005293554965
782	0.005280752142
783	0.005268089313
784	0.005260210432
785	0.005255301702
786	0.005239038129
787	0.005231234412
788	0.005219335016
789	0.005207311958
790	0.005205002241
791	0.005202878121
792	0.005193279072
793	0.005190223161
794	0.005183372398
795	0.005180765722
796	0.00516841446
797	0.005166396863
798	0.005157609549
799	0.005151329518
800	0.005149315266
801	0.005133676185
802	0.005128488494
803	0.005126564374
804	0.005125096316
805	0.005117288991
806	0.0051126772
807	0.005099639408
808	0.005086680737
809	0.005083052561
810	0.005081681586
811	0.005069862
812	0.005058159435
813	0.005045266505
814	0.005027689807
815	0.005016619739
816	0.005004969768
817	0.004992627503
818	0.004978977363
819	0.004976247279
820	0.00496887833
821	0.004961215219
822	0.004950890898
823	0.004941080343
824	0.004928347881
825	0.00492430901
826	0.004914791891
827	0.004907641777
828	0.004890882645
829	0.004874855559
830	0.004863739213
831	0.004859894868
832	0.004853066812
833	0.004843794684
834	0.004833583319
835	0.004826714815
836	0.004822390227
837	0.004816315432
838	0.004806128279
839	0.004799999537
840	0.004793825091
841	0.004781406684
842	0.004775335029
843	0.004757998034
844	0.004745806108
845	0.004735710239
846	0.004733002864
847	0.00472906715
848	0.004721772713
849	0.004709721632
850	0.004702379337
851	0.004691793506
852	0.004685256651
853	0.004676319642
854	0.004662080827
855	0.004654218446
856	0.004637958035
857	0.004630307529
858	0.004622395916
859	0.004614167999
860	0.004600360048
861	0.004598358221
862	0.004590977541
863	0.004584407156
864	0.0045789712
865	0.004571170229
866	0.00456886892
867	0.004564794792
868	0.004555560165
869	0.004546143251
870	0.004536589955
871	0.004533224149
872	0.004529451215
873	0.004524829743
874	0.004515599792
875	0.004513506486
876	0.004504494779
877	0.004488933468
878	0.004482167274
879	0.004480201495
880	0.004469157015
881	0.004461348754
882	0.004450031477
883	0.004442602675
884	0.004434560281
885	0.004427037281
886	0.004418734276
887	0.004416810271
888	0.00441027807
889	0.004395303621
890	0.004388432551
891	0.004377593837
892	0.004369083167
893	0.004364485537
894	0.004354361387
895	0.004350391009
896	0.004346202591
897	0.004340221123
898	0.004329337196
899	0.004327801937
900	0.004324639166
901	0.004314632212
902	0.004306696554
903	0.004301467791
904	0.00429176054
905	0.004286896416
906	0.004276271264
907	0.004261170759
908	0.004255272699
909	0.004243555754
910	0.004234752903
911	0.004225204035
912	0.004216906095
913	0.004212484551
914	0.004203475833
915	0.004193265562
916	0.004184885194
917	0.004175827517
918	0.004171013325
919	0.004164690315
920	0.004161781679
921	0.004158792503
922	0.004157417635
923	0.004150965878
924	0.004144074169
925	0.004137873381
926	0.004136782744
927	0.004126614228
928	0.004120492728
929	0.004112976512
930	0.004105491226
931	0.004096531444
932	0.004085283348
933	0.004080223434
934	0.004071261613
935	0.004061660011
936	0.00405181066
937	0.004050437289
938	0.004043222854
939	0.004032590714
940	0.004031307736
941	0.00402599269
942	0.004021056711
943	0.004014513325
944	0.004006528526
945	0.003994775687
946	0.00398772936
947	0.003980818719
948	0.00397660193
949	0.003972136171
950	0.003966082159
951	0.003959709182
952	0.003957399107
953	0.003951758576
954	0.003945046018
955	0.003937785432
956	0.003930412874
957	0.003928244921
958	0.003919785926
959	0.003912567567
960	0.003911459332
961	0.003898864802
962	0.003890951997
963	0.003884532442
964	0.003877790195
965	0.003871517458
966	0.003868078277
967	0.003854628255
968	0.003844459017
969	0.003836970133
970	0.003829105131
971	0.003826421255
972	0.003824227332
973	0.00381778225
974	0.003812958756
975	0.0038097781
976	0.003800725431
977	0.003794857265
978	0.003790431077
979	0.003784149112
980	0.003778511315
981	0.003771401948
982	0.003767185048
983	0.003761906694
984	0.003760542605
985	0.003757433602
986	0.003749780894
987	0.003744425774
988	0.003743468395
989	0.003741680608
990	0.003729726914
991	0.003722728829
992	0.003714375815
993	0.00370731208
994	0.003697813419
995	0.003691591932
996	0.00368318079
997	0.00367627221
998	0.003669480034
999	0.003664890128
