iter	RMSE
0	0.3730322127
1	0.3689493311
2	0.3649978541
3	0.3602794755
4	0.3545051732
5	0.3506371851
6	0.3469546895
7	0.3429221853
8	0.3385872381
9	0.3345654248
10	0.3303727879
11	0.3262010727
12	0.3211702247
13	0.3175894543
14	0.3138255286
15	0.3100571873
16	0.3069705197
17	0.3033056975
18	0.299701022
19	0.2965772769
20	0.2923159468
21	0.2895385122
22	0.2865343918
23	0.2830924778
24	0.2793951363
25	0.2768111176
26	0.2736995082
27	0.2691394211
28	0.266327693
29	0.2623761454
30	0.2591126448
31	0.2557708431
32	0.2515741627
33	0.2487304006
34	0.2455946621
35	0.2428689693
36	0.2400823124
37	0.2373142092
38	0.2345090373
39	0.231856649
40	0.2283174492
41	0.2263247923
42	0.2235970508
43	0.2217024079
44	0.2196595319
45	0.2171387082
46	0.2155543404
47	0.2133987535
48	0.2116852971
49	0.2090025552
50	0.2074083659
51	0.2053298689
52	0.2025359762
53	0.2008215604
54	0.1993922429
55	0.1972309703
56	0.195335801
57	0.1930660977
58	0.1911014773
59	0.189743887
60	0.1885981112
61	0.1866959166
62	0.1845885656
63	0.1831066022
64	0.1813842264
65	0.1806558938
66	0.1788110263
67	0.1766841649
68	0.175197177
69	0.1736681803
70	0.1718584499
71	0.1700919033
72	0.168841489
73	0.1672880742
74	0.1656002327
75	0.1644876252
76	0.1634201353
77	0.1618043164
78	0.1611682335
79	0.1587804935
80	0.15779293
81	0.1559013104
82	0.1543411928
83	0.1530089957
84	0.1512979162
85	0.1500729617
86	0.1491408854
87	0.147875657
88	0.1463801358
89	0.1457821186
90	0.1440105107
91	0.142830733
92	0.1413582357
93	0.1403068412
94	0.1388886869
95	0.1377781093
96	0.1368257764
97	0.1347288268
98	0.1336573154
99	0.1325733495
100	0.1316007408
101	0.1301842122
102	0.1292235268
103	0.1279483268
104	0.1270305606
105	0.1261563797
106	0.1249773826
107	0.12329617
108	0.1222630838
109	0.1210892401
110	0.1205871345
111	0.119195191
112	0.1181442641
113	0.1170435166
114	0.1163137208
115	0.1154321146
116	0.1144910895
117	0.113435338
118	0.1122801779
119	0.1111138808
120	0.110348431
121	0.1089418747
122	0.1079965805
123	0.10716429
124	0.1064850633
125	0.105988626
126	0.1046269825
127	0.1043131389
128	0.1037846993
129	0.1028299183
130	0.1024474992
131	0.1011376096
132	0.1008511271
133	0.09987835097
134	0.09915804785
135	0.09789996281
136	0.09691055652
137	0.09630167485
138	0.09554038534
139	0.09462670683
140	0.09404428582
141	0.09320251342
142	0.09199976309
143	0.09109918443
144	0.09038500302
145	0.08982002664
146	0.08953651316
147	0.08840993593
148	0.08777461148
149	0.08714057167
150	0.08646195477
151	0.08586946134
152	0.08512869381
153	0.08474047059
154	0.08404554589
155	0.08334795289
156	0.08242013408
157	0.08177345774
158	0.08110676606
159	0.08012660186
160	0.07956284755
161	0.07910077929
162	0.07833015232
163	0.07735777835
164	0.07679143327
165	0.07618628523
166	0.07578935219
167	0.07524590081
168	0.07463423775
169	0.07439610224
170	0.07340845127
171	0.072575172
172	0.0718516678
173	0.07137367942
174	0.07077055428
175	0.07025507424
176	0.06975000462
177	0.06929548597
178	0.06862814216
179	0.06816664754
180	0.06767904156
181	0.06714029608
182	0.06632541833
183	0.06562996329
184	0.06515831104
185	0.06450759479
186	0.06400790216
187	0.06324364318
188	0.06261216554
189	0.06226487388
190	0.06189975946
191	0.06129070338
192	0.06070439526
193	0.06035847858
194	0.05973136851
195	0.05895138445
196	0.0584939788
197	0.05783709696
198	0.05717106862
199	0.05681435313
200	0.05616236427
201	0.05571214227
202	0.05542998201
203	0.05486426219
204	0.05435356332
205	0.05377153328
206	0.05309476808
207	0.05264048109
208	0.05218697193
209	0.0515952035
210	0.05125758911
211	0.05100541029
212	0.05034685966
213	0.04965248866
214	0.04941077706
215	0.04904592541
216	0.04879755028
217	0.04849273583
218	0.04820329888
219	0.04787004126
220	0.04757839276
221	0.04708800054
222	0.04682266513
223	0.04656960957
224	0.04631946174
225	0.04574062815
226	0.04552655159
227	0.04512398176
228	0.04485669079
229	0.04436722922
230	0.04413510113
231	0.0436807823
232	0.04348672781
233	0.04303062109
234	0.04261444302
235	0.04224806089
236	0.04206767475
237	0.04185898004
238	0.04165146962
239	0.04134614347
240	0.04081490202
241	0.04064478134
242	0.04044227071
243	0.04027749181
244	0.03975450241
245	0.03957883951
246	0.03922043971
247	0.03868253807
248	0.03830528914
249	0.03794552085
250	0.0377908296
251	0.03734531755
252	0.03719381125
253	0.03704862241
254	0.0369062799
255	0.03676311188
256	0.03638977932
257	0.03625353662
258	0.03611544458
259	0.03598343953
260	0.03575909181
261	0.03563231635
262	0.0352761853
263	0.03504916205
264	0.03492176388
265	0.03480047992
266	0.03467779536
267	0.03426741499
268	0.03393465967
269	0.03371333261
270	0.0333001848
271	0.03308744227
272	0.03288101947
273	0.03268313712
274	0.03241095294
275	0.03228564045
276	0.03196381481
277	0.03184245844
278	0.03167337618
279	0.03149554279
280	0.03139502374
281	0.03122970764
282	0.0311165135
283	0.03076110126
284	0.03043339013
285	0.03027505571
286	0.03018372145
287	0.02994584435
288	0.02969189906
289	0.02959928363
290	0.02944350831
291	0.02934983001
292	0.02912794604
293	0.02903571815
294	0.02894740972
295	0.02880099656
296	0.02863116868
297	0.0285461373
298	0.02838914353
299	0.02830847727
300	0.02811044672
301	0.02803204508
302	0.027822049
303	0.02762272346
304	0.02754569798
305	0.02739317789
306	0.02712614012
307	0.02699643028
308	0.02685752371
309	0.02678394535
310	0.02666125408
311	0.02653207297
312	0.02646343537
313	0.02624492257
314	0.02596468992
315	0.02570679193
316	0.0254352349
317	0.02531971088
318	0.02518518396
319	0.02511710164
320	0.02500039847
321	0.02493855044
322	0.02483244628
323	0.02472295957
324	0.02466013616
325	0.02438861993
326	0.02422149595
327	0.02412605685
328	0.0240064678
329	0.02394418917
330	0.02388861694
331	0.02383043949
332	0.02373625645
333	0.0236341017
334	0.02343928278
335	0.02334057344
336	0.02324446197
337	0.02319109157
338	0.02307577552
339	0.02282742035
340	0.02277609213
341	0.02257750002
342	0.02251285703
343	0.02228494758
344	0.02222205667
345	0.02215167656
346	0.02199715065
347	0.02194813493
348	0.02176177556
349	0.02168095077
350	0.02159305127
351	0.02153386131
352	0.02147584139
353	0.02129825743
354	0.02124158871
355	0.02106505514
356	0.02100970733
357	0.02081543594
358	0.02075330011
359	0.02065249887
360	0.02055862908
361	0.02036361156
362	0.02026706049
363	0.02007389652
364	0.01998003821
365	0.01991386744
366	0.01984342852
367	0.01979290342
368	0.01970867886
369	0.01963332454
370	0.01959652826
371	0.01951789875
372	0.01949524726
373	0.01945983491
374	0.01941318964
375	0.01935096171
376	0.01922308468
377	0.01908784844
378	0.01903461796
379	0.01895514555
380	0.01878324619
381	0.0186821252
382	0.01854849384
383	0.01850047023
384	0.01832780166
385	0.01820198534
386	0.01815649121
387	0.01812552158
388	0.01809526725
389	0.01795153638
390	0.01787198466
391	0.01772991708
392	0.01769819232
393	0.0175758613
394	0.01753649964
395	0.01743229966
396	0.01740263067
397	0.01730006379
398	0.01724676873
399	0.01714747626
400	0.01707568246
401	0.01703742669
402	0.01698659348
403	0.01686515073
404	0.0168295703
405	0.01677409283
406	0.0167375786
407	0.01664236268
408	0.01659490328
409	0.01650654547
410	0.01643602256
411	0.01631637216
412	0.0162114735
413	0.01612661585
414	0.01605506626
415	0.01603605795
416	0.01592756415
417	0.0158213843
418	0.0157889843
419	0.0157063296
420	0.01567443315
421	0.01564376659
422	0.0155643069
423	0.01551904992
424	0.01549018994
425	0.01543619727
426	0.01534957969
427	0.01531986889
428	0.01521586468
429	0.01515615713
430	0.01511201251
431	0.01508552294
432	0.01502752205
433	0.01492702957
434	0.01489999576
435	0.01481153292
436	0.0147539646
437	0.01472844563
438	0.01469034502
439	0.01459760172
440	0.01455921712
441	0.01453636094
442	0.01447641575
443	0.01445916862
444	0.01436406455
445	0.01427668241
446	0.01425384112
447	0.01416872681
448	0.01414777778
449	0.01405926052
450	0.0140390817
451	0.01398153893
452	0.01390746354
453	0.01389238745
454	0.01381817124
455	0.01372832
456	0.01366488594
457	0.0135864678
458	0.01350353939
459	0.01346800696
460	0.01344947328
461	0.01337935957
462	0.0132914645
463	0.01322250181
464	0.01319139281
465	0.01316234659
466	0.0130791815
467	0.01299148937
468	0.0129197191
469	0.01284311009
470	0.0128064651
471	0.01272838531
472	0.01269974458
473	0.01264660557
474	0.01263540726
475	0.01260052131
476	0.01255028458
477	0.01249502218
478	0.01248166879
479	0.01245034534
480	0.01243822268
481	0.01236317385
482	0.01232354725
483	0.01225736719
484	0.01222297024
485	0.01219592227
486	0.01212522284
487	0.01209526215
488	0.01208355671
489	0.01201112314
490	0.01198560601
491	0.0119744037
492	0.01196736172
493	0.01189645857
494	0.01183465167
495	0.01182417589
496	0.01177408904
497	0.01171948088
498	0.01170243759
499	0.01165524535
500	0.01161349635
501	0.01156311308
502	0.01150879073
503	0.01144040806
504	0.01139732504
505	0.01138431553
506	0.0113394642
507	0.01128678447
508	0.01126327689
509	0.01122427088
510	0.01120935393
511	0.01117235118
512	0.01116387486
513	0.01112371278
514	0.01108672834
515	0.01107266599
516	0.01106691475
517	0.01106132325
518	0.01100413766
519	0.01099867056
520	0.01099335475
521	0.01095508032
522	0.01094991427
523	0.01090556672
524	0.01085189732
525	0.0107987093
526	0.01074823574
527	0.01071557904
528	0.01066264915
529	0.01065483607
530	0.01060211101
531	0.0105690789
532	0.01053510276
533	0.01049007043
534	0.01047644663
535	0.0104458788
536	0.01040619323
537	0.01036045094
538	0.01033290771
539	0.01028066635
540	0.01023348432
541	0.01018788282
542	0.0101477752
543	0.01011070393
544	0.01007154199
545	0.01006283935
546	0.01004435219
547	0.01004220429
548	0.01003389161
549	0.01000805714
550	0.01000022994
551	0.009981290018
552	0.009933569775
553	0.00990206027
554	0.00986369273
555	0.009816319096
556	0.009798484861
557	0.009793100857
558	0.009749320951
559	0.009708908854
560	0.009672110508
561	0.009649731179
562	0.009642253658
563	0.009629677859
564	0.009579690553
565	0.009554254274
566	0.00951679764
567	0.009488672676
568	0.00944719875
569	0.009411350271
570	0.009399462688
